,track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,danceability,loudness,intensity,cluster
85959,2KEcn30wWIDaKF2N8m3OVB,Bang-Bang,Dibob,punk-rock,34,0.907,141.909,0.964,0.603,-4.169,{3},91
85966,0Mpuxn2GTE8LzUXJzIwk7H,Ojos De Perro,Attaque 77,punk-rock,35,0.931,152.999,0.484,0.393,-3.862,{3},25
85968,7aYCCRydZ49pQTFmthUNeV,Yakın Ölüm Deneyimi,Rashit;Teoman,punk-rock,35,0.903,134.98,0.735,0.583,-4.961,"{2, 3}",91
85971,3eQ22OpcKPhcP4fLh0sB6V,Si Te Vuelves a Enamorar,Tolidos,punk-rock,36,0.902,142.936,0.485,0.387,-4.062,{3},25
85974,2UivQh2IhQJ916OPqxptcz,Pequeños Sueños (Feat. Natalie Perez),Árbol;Natalie Perez,punk-rock,35,0.928,164.009,0.814,0.444,-4.751,{3},25
85977,1ARMzxkdm9zZVADKViuYS9,Morgue Corazón,Jauría,punk-rock,35,0.908,126.048,0.795,0.569,-3.612,"{2, 3}",91
85981,5ME0XD3Ix4Z8IdJkK0rxEE,Čas líbá nás,Rybičky 48,punk-rock,35,0.93,199.92,0.549,0.42,-3.297,{3},25
85984,4Gi2j0N5WjIhhRmgbVlz7T,Oispa kaljaa,Huora,punk-rock,35,0.944,167.357,0.562,0.239,-6.207,{3},25
85986,0cT1dcqaWVrRFcShwVNXud,Betty Boop,División Minúscula;Mariana Priego,punk-rock,36,0.879,123.134,0.61,0.437,-7.183,"{2, 3}",91
85990,6Yv3FXYgZ4HF8iOPg3e41z,All die ganzen Jahre,Die Toten Hosen,punk-rock,35,0.867,120.12,0.248,0.514,-5.822,"{2, 3}",91
85993,7LxQEKKl7JT8akDwcQDbaQ,Discúlpame Me Rindo,INSITE,punk-rock,35,0.914,168.989,0.613,0.383,-5.156,{3},25
85994,4dCrW7sO0ZaFTziu4ZwCAu,Sacar la Basura,Los Ex,punk-rock,35,0.948,114.689,0.467,0.617,-4.069,{2},91
85995,2K08WKliY0Bj44u7GW7JFz,Planos Perfeitos,Tequila Baby,punk-rock,34,0.962,178.14,0.616,0.357,-4.661,{3},25
85997,0NRvUoUnHaMXgyBB65bh7O,Minha Renda,Plebe Rude,punk-rock,35,0.899,195.332,0.633,0.404,-8.13,{3},25
85998,3uVCGFrljwSIhWhQDtcTNK,Signos - Remasterizado 2007,Soda Stereo,punk-rock,35,0.858,125.864,0.163,0.584,-7.173,"{2, 3}",91
86038,7EU1RzKt7PJO9KyXzYcG23,Oh Yeah!,Green Day,punk,0,0.792,127.043,0.584,0.623,-6.37,{2},44
86055,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,punk,79,0.988,186.113,0.769,0.38,-2.042,{3},44
86063,0ApynGibluWbqKMBTlAaOZ,Blinding Lights,All Time Low,punk,2,0.886,171.016,0.61,0.449,-2.501,{3},44
86064,1gVAK9YQVXXWo11ZG3qZWX,weapon,Against The Current,punk,2,0.924,180.075,0.443,0.402,-4.089,{3},44
86066,5QFs7NvsWiy333OijTOUaT,Wildfire,Against The Current,punk,0,0.884,121.01,0.429,0.569,-5.654,"{2, 3}",44
86067,3Tk862X58ciHqlNow4SQl4,Wildfire,Against The Current,punk,0,0.884,121.01,0.429,0.569,-5.654,"{2, 3}",44
86068,0hvaFbXyQGo7He66hmmGFh,Wildfire,Against The Current,punk,0,0.884,121.01,0.429,0.569,-5.654,"{2, 3}",44
86097,4mD8zN3sQ0mi7Ayc2pVbrn,"Hey Hey, My My (Into the Black)",Billy Talent,punk,1,0.964,133.022,0.33,0.469,-3.06,"{2, 3}",44
86108,5vfjUAhefN7IjHbTvVCT4Z,Holiday,Green Day,punk,71,0.884,146.511,0.736,0.538,-3.251,{3},44
86109,5qJHlqHV4mQUh5fWqZoT9H,Bombs Away,The Run Around,punk,51,0.938,137.993,0.487,0.577,-3.715,"{2, 3}",44
86151,16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),Cobra Starship;Sabi,punk,71,0.857,131.959,0.748,0.668,-2.944,"{2, 3}",44
86163,4MbHRawvVQnFG38J8NliN2,M1SERY_SYNDROME,"nothing,nowhere.;Buddy Nielsen",punk,3,0.913,167.956,0.19,0.33,-5.619,{3},44
86164,3zTd4pcf5TmpRJJ3JWSbtF,M1SERY_SYNDROME,"nothing,nowhere.;Buddy Nielsen",punk,0,0.913,167.956,0.19,0.33,-5.619,{3},44
86180,3u53sM4xrdWl0uDLzcFm6x,Korban Lelaki,Stand Here Alone;Putri,punk,49,0.958,172.017,0.528,0.519,-1.97,{3},44
86190,4tWZkNLe7V7GtBt07MJ5FU,Move On,Stand Here Alone,punk,48,0.928,169.934,0.74,0.423,-2.322,{3},44
86215,1HNE2PX70ztbEl6MLxrpNL,In Too Deep,Sum 41,punk,76,0.844,116.046,0.766,0.568,-5.875,{2},44
86217,0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,Sum 41,punk,71,0.95,191.936,0.56,0.431,-4.918,{3},44
86233,2ijTu5Hb1Y4hMfI66d6gdO,Never Been In Love - Rob Orton Remix,Cobra Starship;Icona Pop;Rob Orton,punk,0,0.929,121.083,0.694,0.631,-3.844,"{2, 3}",44
86235,1D795WM1mCto1GUXySadhP,Never Been In Love - Rob Orton Remix,Cobra Starship;Icona Pop;Rob Orton,punk,0,0.929,121.083,0.694,0.631,-3.844,"{2, 3}",44
86252,1OTvWduKQV0MQd2gnGM9He,With Me,Sum 41,punk,64,0.851,175.426,0.11,0.167,-4.039,{3},44
86255,58KPPL1AdLHMvR2O2PZejr,Jesus of Suburbia,Green Day,punk,67,0.929,147.116,0.59,0.3,-3.214,{3},44
86256,5hY09NvKjD3gBQS3qhriXD,Танцы,ssshhhiiittt!,punk,59,0.972,159.905,0.856,0.481,-1.647,{3},44
86300,4nvsRb9ypaqqDXcZxjn6ba,Клетка,Molchat Doma,punk,65,0.751,129.915,0.388,0.505,-4.139,{2},44
86315,1i1OuCNhNf7JwrlWlFZFu1,That's Not My Name,The Ting Tings,punk,58,0.901,145.042,0.959,0.755,-3.152,{3},44
86352,5773KSWFzg9kCc8yazjbSt,Deceptacon,Le Tigre,punk,69,0.864,160.488,0.616,0.603,-3.341,{3},44
86353,5619Ojc6t9evEEs3B7Drhe,Shake It,Metro Station,punk,69,0.955,150.034,0.79,0.618,-3.836,{3},44
86356,23Vf9hNoBN8AacpUUHbiRy,War,Sum 41,punk,62,0.899,175.926,0.54,0.393,-4.105,{3},44
86369,7BNVPZuuCxghmzRPfbtvpk,Kekasih Tolol,SUPERIOTS,punk,43,0.97,143.02,0.767,0.523,-3.917,{3},44
86384,6HFVHZt5xRuPpiqFKXbJ6W,Leningrad skyline,En Svensk Tiger,punk,41,0.949,162.127,0.551,0.502,-3.196,{3},44
86392,5hvAg2884QAlC5E9P30KMN,Hinaan Membuat Tegar,Stand Here Alone,punk,42,0.91,130.088,0.756,0.544,-2.461,"{2, 3}",44
86397,6eShJ3DysCvEX7wdZE0vt9,Sembunyi Bicara,Threesixty Skatepunk,punk,41,0.981,164.918,0.336,0.433,-5.907,{3},44
86399,3lYYYPuaYCEY0OWso7kOg2,Thrash Unreal,Against Me!,punk,0,0.839,124.878,0.637,0.555,-3.583,{2},44
86409,3gBiC50QtRYGuo9pL4fQfI,Know Your Enemy,Green Day,punk,44,0.955,129.98,0.957,0.559,-3.924,"{2, 3}",44
86425,5z4AXu1gorKi6CU08B6uEk,Emily,Rybičky 48,punk,42,0.917,117.356,0.815,0.557,-3.592,{2},44
86426,3Xfnrj21fOiVriGNk3GGim,Bermalam Bintang ( feat. Havinhell ),Rebellion Rose;Havinhell,punk,41,0.888,140.037,0.401,0.565,-4.893,{3},44
86441,7tCPyTEXUH1UU1JQLzd9zu,Cherry Bomb,The Runaways,punk,0,0.855,136.735,0.496,0.495,-6.49,"{2, 3}",44
86460,4KacUpvbA3Mfo05gttTjhN,Fat Lip,Sum 41,punk,74,0.914,196.505,0.626,0.402,-5.215,{3},44
86461,74SUn8w4lYSwgOGPvVZiEo,Gallowdance,Lebanon Hanover,punk,67,0.766,138.033,0.279,0.705,-8.432,{2},44
86462,7cdnq45E9aP2XDStHg5vd7,Cherry Bomb,The Runaways,punk,69,0.813,136.59,0.495,0.501,-8.192,{2},44
86465,6hqt1z34Oz0OZtSfy62OFD,The Hell Song,Sum 41,punk,66,0.935,173.429,0.658,0.359,-5.529,{3},44
86470,22U7a6LZpyQniFPRiWuq7p,Anxious Type,Shit Present,punk,39,0.966,168.887,0.395,0.32,-3.226,{3},44
86490,53QNFyh4u58ntxMTxGw6pZ,Pacarku Siluman,Stand Here Alone,punk,41,0.969,197.89,0.658,0.391,-2.932,{3},44
86511,5xG3e5C5DOFWQlYFqJanWB,Vi Vokser,The Minds Of 99,punk,42,0.767,135.458,0.186,0.457,-5.524,{2},44
86512,4eRoGhykyQCIzhOaFf35zX,Randall Flagg,Surf Curse,punk,51,0.761,123.866,0.637,0.434,-3.686,{2},44
86517,6qwQnecDswCSkZ6oquRzPy,Nuotatori Professionisti,Patricio Rey y sus Redonditos de Ricota,punk,42,0.862,120.043,0.234,0.607,-7.504,"{2, 3}",44
86521,0cOHNQigalz5bWC7hdateS,Cien Inviernos,Sputnik,punk,39,0.946,186.09,0.64,0.317,-4.81,{3},44
86524,3wJpgUzUsNGHE4tfXVEvo4,Hilang,Remember of Today,punk,40,0.864,132.991,0.383,0.411,-5.211,"{2, 3}",44
86530,7e1oU4WVmb83XGVnaoru2M,Cabane à pêche,Orloge Simard,punk,39,0.919,187.946,0.734,0.565,-3.428,{3},44
86554,11I3KKHv7g2pXiuqRDabRA,Give Me Novacaine / She's a Rebel,Green Day,punk,58,0.949,154.795,0.65,0.312,-3.533,{3},44
86580,4YqMZjyquThffMA5M0fu1m,Rasa Ini Takkan Pernah Mati,Hidden Message,punk,39,0.957,150.059,0.43,0.472,-4.762,{3},44
86581,7y7W8abNjZdG9BCHIO4Saa,Un Pacman en el Savoy,Patricio Rey y sus Redonditos de Ricota,punk,41,0.924,134.857,0.729,0.463,-5.777,"{2, 3}",44
86582,6RBLcDQvA3VgQ8vHoXoo0v,Under My Thumb,Social Distortion,punk,38,0.953,182.119,0.449,0.108,-3.517,{3},44
86598,4UTTtBZGgpaNCkYH1E3lIO,Lilla Björn Och Lilla Tiger,Charta 77,punk,39,0.868,163.71,0.505,0.402,-4.423,{3},44
86600,23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Yellowcard,punk,74,0.904,173.734,0.786,0.486,-3.751,{3},44
86608,3mAlODfJ2p4DnV2ZJ16Bhq,TVI,Surf Curse,punk,44,0.945,184.301,0.62,0.286,-4.309,{3},44
86609,3US162zs7rZ7nHbc8biYTx,Arrow,Surf Curse,punk,48,0.864,158.673,0.423,0.285,-3.488,{3},44
86610,68Xzn8inCgRs7AEMZoKYPq,Lost Honor,Surf Curse,punk,45,0.924,159.888,0.845,0.445,-3.442,{3},44
86616,3F85FbGU17nTX9tCdxFeiW,Fear City,Surf Curse,punk,43,0.977,190.025,0.344,0.367,-3.739,{3},44
86643,5VkC1JMbUiWsdafTkcWKRd,Desesperado Secuencia Uno,Virus,punk,41,0.918,155.584,0.961,0.635,-5.672,{3},44
86646,0MGh5Pr68guyLnO2yFOAJ1,Manusia Simpanan,Stand Here Alone,punk,38,0.958,147.429,0.729,0.499,-2.317,{3},44
86680,7JrctawaAEFFjKwTGuJK5B,Sosok Pengganti,Anarcute,punk,38,0.775,139.962,0.543,0.657,-9.973,{2},44
86694,44XOi657umNvDxNw8JvljD,Delinquent Song,Voodoo Glow Skulls,punk,37,0.949,113.277,0.54,0.466,-5.735,{2},44
86695,35O6lqA9Xbn0FUmbJ04FfX,Menjelang Hilang,Closehead,punk,39,0.844,134.932,0.42,0.595,-6.324,{2},44
86722,5YBdBacQGdnh3RXnHM9khq,Aku Yang Malang 1,SUPERIOTS,punk,38,0.789,124.001,0.844,0.698,-6.026,{2},44
86733,5fdr0qZcygx9NFbIhFDcaH,Anak Jaman,Stand Here Alone,punk,38,0.945,116.033,0.667,0.579,-2.494,{2},44
86734,6P3sYc1pBoSFmV5amOXykw,Kau Pemeran Utama Di Sebuah Opera,The Jansen,punk,39,0.958,144.752,0.791,0.315,-6.865,{3},44
86755,4Mojr5CSSZnupTOaPHkal4,happier than ever,Loveless,punk,65,0.87,161.957,0.304,0.221,-4.871,{3},44
86761,3mS1DMR2N8eQ0qGezDPTOx,Čtyři Slunce,Vypsana Fixa,punk,39,0.874,124.991,0.515,0.56,-6.057,"{2, 3}",44
86763,3OwAieAzNXfddYfOty2xtA,Stiny na dusi,František Sahula,punk,38,0.856,138.709,0.557,0.348,-4.836,"{2, 3}",44
86771,6FIHFjT1UcLxuZNgJgxuv7,Modar,Stand Here Alone;Asep Balon,punk,37,0.984,178.044,0.787,0.36,-0.381,{3},44
86789,56IBg14HToVmeTFVMrlktB,Kawan Sampai Mati,Stand Here Alone,punk,37,0.917,127.592,0.433,0.573,-2.712,"{2, 3}",44
86810,1meHGUDs9KxEuQv5FaQoGc,Kellokosken Prinsessa,V-Osasto,punk,37,0.875,164.684,0.445,0.385,-7.3,{3},44
86811,1BfJ7ecpbtXtKY4BSsvLV5,Perjalanan Terindah,Hoolahoop;Aska Pratama,punk,37,0.989,160.056,0.345,0.406,-4.0,{3},44
86814,7ypnh8Z8cjXlCHalaSS0Sq,Dime,Delux,punk,37,0.966,161.934,0.771,0.518,-2.63,{3},44
86815,3c1WpbybMEVzpwWGJ4PKQL,Berhenti Berharap,Starlit,punk,36,0.924,184.905,0.501,0.357,-6.677,{3},44
86816,26f9mK59TTj0tTriAG6mkQ,147 Täg,No Future,punk,37,0.804,127.893,0.959,0.692,-3.566,{2},44
86825,52n1ERzncKXb7zXa3JKBk2,Olen suomalainen,Vesku Jokinen;Sundin Pojat,punk,36,0.875,136.076,0.648,0.546,-4.343,"{2, 3}",44
86826,1Hl0xWBosvStkcbsJJsSaE,Ya No Sos Igual,Dos Minutos,punk,37,0.912,126.697,0.438,0.312,-5.948,"{2, 3}",44
86839,79Sp4LFJY57wDTh8mEmn7l,Entre la Guerra y el Amor,Delux,punk,37,0.906,177.877,0.524,0.334,-1.604,{3},44
86851,7MeP128gHh4GyTMoGUiZlt,u turn me on (but u give me depression),LØLØ,punk,59,0.821,118.042,0.909,0.699,-1.912,{2},44
86888,5pG2M0EQRjTBaNcK1Ozoed,Nada Cambió Mi Amor,Expulsados,punk,36,0.946,164.932,0.504,0.323,-3.04,{3},44
86902,0Qx3WZTUUmcyKR5jCDWojv,21st Century Breakdown,Green Day,punk,37,0.963,114.944,0.407,0.298,-3.105,{2},44
86906,2yHmIxXi48DFl6zQlIhEaj,Wildfire,Against The Current,punk,56,0.884,121.01,0.429,0.569,-5.654,"{2, 3}",44
86919,1DIGB5kZKiHnEb2uWxzjzY,Little Bitch,Big D and the Kids Table,punk,35,0.953,189.79,0.609,0.444,-1.644,{3},44
86922,05ljwm2gVtepzdQqIz16HB,Sorry! (Dirinya Bersamaku),Night to Remember,punk,36,0.947,152.029,0.571,0.542,-1.958,{3},44
86926,6rdOnFrLY1H5lQFH90w6g0,Anioł I Diabeł,Wszyscy Byliśmy Harcerzami,punk,36,0.906,177.754,0.663,0.455,-4.513,{3},44
86949,65X7xSFpluaYB3OM6tySgi,Much Too Young (To Feel This Damn Old),Me First and the Gimme Gimmes,punk,35,0.924,133.33,0.541,0.345,-4.454,"{2, 3}",44
86958,5eAq5YKf0JNudp3nAs57gl,Petualangan,Fiersa Besari,punk,37,0.797,110.117,0.461,0.551,-6.023,{2},44
86967,0S9PrA2MvOcCmGxoArJdUK,Hayal Gücümde Ölücem,Drunk High Jinks,punk,36,0.927,190.078,0.82,0.45,-6.004,{3},44
86969,2JvO0rs8t4jRRSwoAbRnj3,Rasa Ini Tak Ada Lagi - Original Version,Glory of Love,punk,36,0.89,143.033,0.435,0.433,-2.618,{3},44
86977,6EuZqZCVpZi3IqWssVB7eE,Dunken,Krymplings,punk,36,0.906,114.331,0.55,0.353,-5.969,{2},44
86982,3lO1h0KPfhlXl2fSjaTcnh,La Rubia Tarada,Sumo,punk,39,0.947,122.365,0.4,0.695,-10.163,"{2, 3}",44
86986,1vtHa69RQqnroGsWQuyp05,Ku Bukan Mesin Lotremu,The Jansen,punk,37,0.966,152.771,0.712,0.3,-7.297,{3},44
86999,12ZQDjdwqcnLjYPehMwZ9J,Mer O Mer O Mer,Hjalle & Heavy,punk,36,0.873,146.85,0.871,0.428,-5.444,{3},44
87025,2vtGCoqTS1yUfxq9YxKyKq,Motownphilly,Boyz II Men,r-n-b,1,0.92,114.16,0.744,0.752,-6.111,"{1, 2}",48
87110,6UBSmORaOAviaRrMEZRNH9,"O Que É Da Casa, É Da Casa / Papo Reto (Prazer É Sexo O Resto É Negocio) - Ao Vivo",Charlie Brown Jr.,r-n-b,49,0.978,100.54,0.58,0.437,-5.107,{1},48
87111,0mFUqKd7VxTNNMfHefoxwS,Popurrí: Las Vaquillas Cabronas,Chuy Lizarraga y Su Banda Tierra Sinaloense;Marco Flores Y La Jerez,r-n-b,50,0.844,113.005,0.871,0.801,-2.528,"{1, 2}",48
87197,6ozLwDnOkZBN1yir033PyG,La Loba del Mar,El Coyote Y Su Banda Tierra Santa,r-n-b,50,0.736,106.539,0.975,0.799,-7.189,{1},48
87244,1PYCOTJ2g3WJkFsgLlzIEW,El Mono de Alambre - Versión Original,Mariano Barba,r-n-b,48,0.714,108.834,0.966,0.807,-5.272,{1},48
87254,1OfHes9WQdGQSIgNwrqIAw,Young Summer,Tungevaag,r-n-b,55,0.907,107.06,0.357,0.642,-3.26,{1},48
87262,3Er9Htk9n0ueYRa0o4yIhv,Rap Do Asta: Eu Vou Ser O Rei Mago (Nerd Hits),7 Minutoz,r-n-b,47,0.76,109.939,0.691,0.7,-6.366,{1},48
87296,5p9IGH0xpbhJI9d8YWJe47,Sweets for My Sweet,The Drifters,r-n-b,0,0.81,119.883,0.971,0.772,-7.602,"{1, 2}",48
87327,7I7s5Nl6C8pxsCOWJBxWxW,"Supernatural - From ""Ghostbusters II"" Soundtrack",New Edition,r-n-b,0,0.957,103.892,0.793,0.755,-5.201,{1},48
87336,5abYgNnFHZpsSOBHaQPsln,A Veces Lloro,Banda Cuisillos,r-n-b,47,0.822,99.269,0.539,0.562,-6.774,{1},48
87347,20WRrWYgSULYXFtxBcazwU,Un Cariño Como Tú,Joan Sebastian,r-n-b,47,0.711,93.104,0.895,0.832,-6.108,{1},48
87359,6uYbQddo853t9TIIVlW1ws,Kono Dio Da!,Enygma Rapper,r-n-b,46,0.717,103.563,0.346,0.472,-8.939,{1},48
87375,621ULqVzOVNajx6uO4IjiE,Me Deixa Legal,Maglore,r-n-b,44,0.831,120.057,0.942,0.724,-5.69,{2},48
87378,5zPrkIBCahGDjwbpNnSImg,Futuro no Olhar (Katakuri),anirap,r-n-b,46,0.928,89.896,0.56,0.625,-5.707,{1},48
87383,57uVLvxN3mK6k5oVLIngBq,O Descobridor dos Sete Mares,Lulu Santos,r-n-b,45,0.834,136.776,0.971,0.783,-9.728,{2},48
87413,5iSlAizREe6tmItzcUNsko,Rap do Omni-Man: Olhem pro Céu (Nerd Hits),7 Minutoz,r-n-b,45,0.738,90.044,0.262,0.399,-6.158,{1},48
87426,1ONnn6GrKQoGuHUYQ3eTyv,Lágrimas de Crocodilo,João Penca E Seus Miquinhos Amestrados,r-n-b,45,0.934,135.341,0.844,0.659,-5.97,{2},48
87471,2WjLc16JdLH2V6FMk8VFsZ,Popstar,João Penca E Seus Miquinhos Amestrados,r-n-b,44,0.875,133.897,0.688,0.666,-5.95,{2},48
87489,68Lpc1gRqriMhm88ywfjB8,Sempre Assim,Jota Quest,r-n-b,44,0.924,113.979,0.725,0.757,-3.96,"{1, 2}",48
87505,7KFV09JUeoWlKei8kpy530,País da Fome,Sabotage;Quincas Moreira,r-n-b,44,0.799,82.508,0.874,0.74,-5.656,{1},48
87506,7sJ0VFD8RTibWzn8oBUhzW,Esperar o Sol,Flora Matos;Stereodubs,r-n-b,44,0.731,95.273,0.5,0.579,-7.382,{1},48
87510,2XK1S04Sdb2XNq4OtH6Xtl,Jogador Número 1,7 Minutoz;Sid;Rod 3030,r-n-b,44,0.728,100.049,0.635,0.748,-6.18,{1},48
87512,2VQ66m1O2NELSZ5d5a4aMQ,El Terrón,"Sergio Vega ""El Shaka""",r-n-b,45,0.759,95.851,0.972,0.834,0.681,{1},48
87531,7pwevow9OxZGfvoIwnFoFS,Bagulho No Bumba,Os Virgulóides,r-n-b,43,0.766,87.984,0.931,0.725,-9.51,{1},48
87557,1B7iWaEYug0VqQ3BtyUfve,O Sol e a Lua,Enygma Rapper,r-n-b,43,0.854,105.975,0.511,0.621,-6.706,{1},48
87567,2DqSv7RDFWeIVUmmBpYaBc,O Único Homem no Céu (Capitão Pátria),anirap,r-n-b,43,0.754,126.894,0.252,0.657,-5.595,{2},48
87588,2zlPODWNfA81BUtBzdggA9,Qué Pasa Con Nuestro Amor,Banda Cuisillos,r-n-b,44,0.759,114.469,0.725,0.63,-7.991,"{1, 2}",48
87593,2ddqucsZ04B82NxZcXPVsw,Manantial De Llanto,Joan Sebastian,r-n-b,43,0.724,103.715,0.647,0.667,-4.406,{1},48
87596,7FpubvfoThnQRkP7EWEcDU,Siempre Contigo,Banda Cuisillos,r-n-b,44,0.817,106.178,0.965,0.758,-4.679,{1},48
87612,2NaY6k6TAA64CFvszkhBv0,Aquela Mina É Firmeza,Ndee Naldinho,r-n-b,43,0.752,80.888,0.611,0.54,-7.536,{1},48
87616,4X91MJx5PaKwlYnnldv1OZ,Bete balanço,Barão Vermelho,r-n-b,42,0.805,124.113,0.742,0.565,-10.72,{2},48
87619,5LUb4KVbWIJXIaLmQ07K1V,Maloca É Maré,Sabotage;Funk Buia;Rappin' Hood;Instituto;Ganjaman;Duani,r-n-b,43,0.854,90.627,0.941,0.727,-5.147,{1},48
87640,2R9JaUNgitDVjaE3zE8CoU,Sembrador De Amor,Joan Sebastian,r-n-b,43,0.707,102.368,0.777,0.665,-7.239,{1},48
87643,1IO7WmbmHJu4tJX1mZ1GTH,Chopis Centis - Live,Mamonas Assassinas,r-n-b,42,0.94,135.665,0.716,0.432,-7.123,{2},48
87656,5Z6QUf4ruCkSMOzxQHulCm,Chama (Ace),Enygma Rapper,r-n-b,42,0.8,138.974,0.384,0.563,-4.118,{2},48
87684,5Db8xWFjgozOIfpR043Ukn,Stupid Cupid,Connie Francis,r-n-b,0,0.756,136.045,0.968,0.609,-5.747,{2},48
87693,2u1NjJFN4emN0o6AJHogGU,River Deep - Mountain High,Ike & Tina Turner,r-n-b,0,0.763,83.267,0.302,0.377,-6.866,{1},48
87715,0u9lQ6ny51xQFQk9ROKh5w,Rap do Escanor: Orgulhoso Como um Leão,7 Minutoz,r-n-b,42,0.911,116.074,0.259,0.588,-8.401,"{1, 2}",48
87717,4epacOApRVKYVHObke0KMb,Ile aye,O Rappa,r-n-b,42,0.925,118.699,0.813,0.704,-5.918,"{1, 2}",48
87718,20XepQLAx0psdctutoizL7,Instinto coletivo,O Rappa,r-n-b,42,0.931,104.983,0.493,0.657,-5.879,{1},48
87740,0AzUzlm33acEPEebIv4QHR,Graffiti - Ao Vivo,Vera Loca,r-n-b,42,0.877,96.804,0.571,0.415,-5.395,{1},48
87743,7Hihe5qihF0lIzxcHV2qe4,Aquel Amor,Fidel Rueda,r-n-b,42,0.832,114.038,0.901,0.835,-2.206,"{1, 2}",48
87749,0IaCGBaevs1R7EMagCf8d5,Ojitos De Golondrina,Joan Sebastian,r-n-b,42,0.768,114.898,0.853,0.764,-8.769,"{1, 2}",48
87754,2fouwOFRsS5LmrCJVLe40X,Anjos (Pra quem tem fé) - Versão completa,O Rappa,r-n-b,41,0.865,105.02,0.46,0.601,-4.153,{1},48
87756,5436OOhc4THarMSIJ5Ni9d,Suiton,7 Minutoz,r-n-b,42,0.779,102.02,0.51,0.741,-5.168,{1},48
87774,4FbTre6XTjpHT54Kij86GS,Meu Pai É Rastafar-I - Ao Vivo Em São Paulo,Maneva;Oriente;Haikaiss,r-n-b,42,0.944,97.957,0.344,0.655,-5.457,{1},48
87793,0IyKiw1Lfke7OIPiMe372r,Selene,Joan Sebastian,r-n-b,42,0.797,104.488,0.977,0.764,-6.558,{1},48
87797,5JmEjPobY0W4JN8F20yeeh,Las Morenas,El Coyote Y Su Banda Tierra Santa,r-n-b,42,0.755,114.978,0.97,0.839,-3.649,"{1, 2}",48
87798,0sB2kLxhmdaUyEMeKjmG8o,Suavito,Banda Cuisillos,r-n-b,42,0.743,104.997,0.96,0.79,-5.828,{1},48
87807,45q3VoIuawx7dgT3TWekXR,Carta Aos Meus / Incidental: Tempo Perdido,Projota;Dado Villa-Lobos,r-n-b,41,0.831,82.598,0.427,0.372,-5.385,{1},48
87809,6KRddNr4XlooytDWtefT7L,I Love You Will Still Sound The Same,Oh Honey,r-n-b,58,0.737,113.96,0.702,0.607,-5.714,{1},48
87820,3L3vYN9kQJaBhty7lcfR9s,Liberdade (Sabo),Enygma Rapper,r-n-b,41,0.766,103.055,0.399,0.641,-7.417,{1},48
87857,3K0lKj1adDJUOaF4nNQTMx,Genki-Dama,7 Minutoz;Dk 47,r-n-b,41,0.776,111.998,0.703,0.826,-4.254,"{1, 2}",48
87862,3j6twYGGDPLQ3EruZXgHJb,A Flor - Ao Vivo,Los Hermanos,r-n-b,40,0.916,135.172,0.287,0.42,-8.598,{2},48
87864,6nKlO070QY5G3Ppz6K9Y4r,Rap do Kratos: Eu Sou um Deus (NERD HITS),7 Minutoz,r-n-b,41,0.745,94.019,0.322,0.613,-9.253,{1},48
87909,4VvlkEYiQeEA9NmOOplkCM,Pilotando O Bonde Da Excursão / Inclusão: Balanço Do Jacaré / Good Times - Live,Marcelo D2;Jacaré,r-n-b,40,0.94,109.591,0.484,0.826,-5.333,{1},48
87910,6ByLwbxejUuShgRKjTHhxX,Vou Deixar,Skank,r-n-b,41,0.852,135.829,0.671,0.469,-6.001,{2},48
87922,4YcjHdPEEIS9tI98wCGd72,De Repente - Versão Estúdio,Skank,r-n-b,40,0.815,92.983,0.885,0.69,-4.696,{1},48
87924,0YOxIn3KAjEGmNsrlgGSVp,Tudo Que Ela Gosta De Escutar - Lion Remix,Charlie Brown Jr.;LION dj,r-n-b,40,0.852,124.019,0.56,0.743,-7.223,{2},48
87945,4BwFG57h1iCRrP8uy4e28Y,A Revolta Dos Dândis Pt. 1 - Ao Vivo,Engenheiros Do Hawaii,r-n-b,40,0.905,100.031,0.75,0.622,-7.535,{1},48
87947,2Cl9xsAUKBPMXuUBUXklbn,Puro êxtase,Barão Vermelho,r-n-b,40,0.944,120.006,0.702,0.776,-3.686,{2},48
87952,2AtwGq3vX2CYlnuWrEDSwo,Vou Por Aí,Marcelo D2,r-n-b,40,0.759,87.652,0.569,0.49,-7.777,{1},48
87959,5iocCeqUoCGpT7ZY9oHl6I,Chuva De Novembro,Projota,r-n-b,40,0.726,89.362,0.516,0.609,-5.677,{1},48
87962,5UBXVQfXgkDl2N423nNtgi,Zé Brasileiro,Rappin' Hood,r-n-b,40,0.742,83.488,0.679,0.796,-5.661,{1},48
87964,5mc7FLjKZy3AtNpXLmqF7V,Na frente do reto - Acústico,O Rappa,r-n-b,40,0.918,117.751,0.775,0.703,-7.644,"{1, 2}",48
87965,7aQeOeDQDD1OH6jEdARc9D,Purgatório (Ban),anirap,r-n-b,40,0.753,99.948,0.0391,0.646,-6.542,{1},48
87966,2gB6BJIZ1Gkwu9Fn3x6Odi,Não vão me matar - Ao vivo,O Rappa,r-n-b,40,0.732,84.366,0.534,0.423,-6.212,{1},48
